sigma,P_mean,Ds_of_mean_P,mean_Ds,Ds_block4_ci_low,Ds_block4_ci_high
1.720000000000000000e+02,7.553228085107558526e-04,2.649828983404857841e+00,2.650678067310558994e+00,2.628736092427636173e+00,2.666350204543104230e+00
1.730000000000000000e+02,7.495466710697346350e-04,2.647283859877243017e+00,2.648141495855690142e+00,2.626082124425574982e+00,2.663933122267488685e+00
1.740000000000000000e+02,7.438530813168389450e-04,2.644727574755424193e+00,2.645593854141224277e+00,2.623292224676577966e+00,2.661477615628762727e+00
1.750000000000000000e+02,7.382404138529218007e-04,2.642160330206722030e+00,2.643035343188379294e+00,2.620476563320999208e+00,2.658998688268410238e+00
1.760000000000000000e+02,7.327070839703384714e-04,2.639582325219696379e+00,2.640466160810318375e+00,2.617806929428392770e+00,2.656507142951185507e+00
1.770000000000000000e+02,7.272515464187662929e-04,2.636993755664149397e+00,2.637886501673655903e+00,2.615154519988743598e+00,2.653964128139485457e+00
1.780000000000000000e+02,7.218722942149521276e-04,2.634394814350801362e+00,2.635296557359047220e+00,2.612492314482929512e+00,2.651406506816693209e+00
1.790000000000000000e+02,7.165678574945899678e-04,2.631785691089104873e+00,2.632696516420163668e+00,2.609819865644902315e+00,2.648836711728209004e+00
1.800000000000000000e+02,7.113368024046245368e-04,2.629166572743294239e+00,2.630086564441511232e+00,2.607137352240394002e+00,2.646277408708676226e+00
1.810000000000000000e+02,7.061777300343436304e-04,2.626537643288102242e+00,2.627466884095102984e+00,2.604444950700945061e+00,2.643699240855589938e+00
1.820000000000000000e+02,7.010892753837021790e-04,2.623899083863138415e+00,2.624837655195840558e+00,2.601711592193870271e+00,2.641111949379373769e+00
1.830000000000000000e+02,6.960701063673899614e-04,2.621251072825662387e+00,2.622199054755603775e+00,2.598953355113486019e+00,2.638524807105675940e+00
1.840000000000000000e+02,6.911189228532246169e-04,2.618593785803299046e+00,2.619551257036799363e+00,2.596185704559543339e+00,2.635956045532267922e+00
1.850000000000000000e+02,6.862344557335066809e-04,2.615927395744007899e+00,2.616894433604029846e+00,2.593408815208014584e+00,2.633375355855619659e+00
1.860000000000000000e+02,6.814154660280529472e-04,2.613252072966040451e+00,2.614228753374997716e+00,2.590622859459363436e+00,2.630784682296400945e+00
1.870000000000000000e+02,6.766607440176522189e-04,2.610567985207871811e+00,2.611554382670847829e+00,2.587739182713026054e+00,2.628185324530226463e+00
1.880000000000000000e+02,6.719691084067726163e-04,2.607875297674753234e+00,2.608871485264683265e+00,2.584794077571030080e+00,2.625577448158261440e+00
1.890000000000000000e+02,6.673394055143833320e-04,2.605174173085626599e+00,2.606180222429312465e+00,2.581841296819374687e+00,2.622961216073880664e+00
