sigma,P_mean,Ds_of_mean_P,mean_Ds,Ds_block4_ci_low,Ds_block4_ci_high
1.290000000000000000e+02,1.078768741242720330e-03,2.940444175293120299e+00,2.940543648801233534e+00,2.924878423617037981e+00,2.954666243346913301e+00
1.300000000000000000e+02,1.066591082306998436e-03,2.940698796113933255e+00,2.940799016110881237e+00,2.924985345680208404e+00,2.955030515949551351e+00
1.310000000000000000e+02,1.054641640383596887e-03,2.940929418178431565e+00,2.941030401285295248e+00,2.925074766715983099e+00,2.955367236083913607e+00
1.320000000000000000e+02,1.042914543178448221e-03,2.941136485606277606e+00,2.941238248331612848e+00,2.925190429211361298e+00,2.955716349053232328e+00
1.330000000000000000e+02,1.031404109972145844e-03,2.941320432174959087e+00,2.941422990947397675e+00,2.925323791921586647e+00,2.956037956747825213e+00
1.340000000000000000e+02,1.020104844061979791e-03,2.941481681582274632e+00,2.941585052782002219e+00,2.925435943644200787e+00,2.956246455788295702e+00
1.350000000000000000e+02,1.009011425553476768e-03,2.941620647702742009e+00,2.941724847691477240e+00,2.925527267993629277e+00,2.956452266169682819e+00
1.360000000000000000e+02,9.981187044828976774e-04,2.941737734837808649e+00,2.941842779987318135e+00,2.925598139847012114e+00,2.956659314546320250e+00
1.370000000000000000e+02,9.874216942532946552e-04,2.941833337959219197e+00,2.941939244678255072e+00,2.925648925583591797e+00,2.956841215252277166e+00
1.380000000000000000e+02,9.769155653677260177e-04,2.941907842947521168e+00,2.942014627707211449e+00,2.925679983318367317e+00,2.956994025831090944e+00
1.390000000000000000e+02,9.665956394442162163e-04,2.941961626823189402e+00,2.942069306181124499e+00,2.925652668044324667e+00,2.957124595919142340e+00
1.400000000000000000e+02,9.564573834979453893e-04,2.941995057972276673e+00,2.942103648594911913e+00,2.925547461118810144e+00,2.957233763293198869e+00
1.410000000000000000e+02,9.464964044769872895e-04,2.942008496367314319e+00,2.942118015050772861e+00,2.925424392081305225e+00,2.957319747411064625e+00
1.420000000000000000e+02,9.367084440387084352e-04,2.942002293781492028e+00,2.942112757470822793e+00,2.925284293098419308e+00,2.957382936711895560e+00
1.430000000000000000e+02,9.270893735546888908e-04,2.941976793997505002e+00,2.942088219804626537e+00,2.925129309127735500e+00,2.957423711544448164e+00
1.440000000000000000e+02,9.176351893326973935e-04,2.941932333011594292e+00,2.942044738231382794e+00,2.924957538632381393e+00,2.957442444339325682e+00
1.450000000000000000e+02,9.083420080449175135e-04,2.941869239231720723e+00,2.941982641356824857e+00,2.924897144346983335e+00,2.957439499778526493e+00
1.460000000000000000e+02,8.992060623522193583e-04,2.941787833671038577e+00,2.941902250405255881e+00,2.924705054089720146e+00,2.957348004609793524e+00
1.470000000000000000e+02,8.902236967148421682e-04,2.941688430136204069e+00,2.941803879406213795e+00,2.924475513549809502e+00,2.957168164413086497e+00
1.480000000000000000e+02,8.813913633803885286e-04,2.941571335410601229e+00,2.941687835376334270e+00,2.924230465967496251e+00,2.956966606079067805e+00
1.490000000000000000e+02,8.727056185405298715e-04,2.941436849433061607e+00,2.941554418496685308e+00,2.924022837699017163e+00,2.956871768328072747e+00
1.500000000000000000e+02,8.641631186482919696e-04,2.941285265471806021e+00,2.941403922285431349e+00,2.923911014542858844e+00,2.956773884721887846e+00
1.510000000000000000e+02,8.557606168882339690e-04,2.941116870293969843e+00,2.941236633765903719e+00,2.923783282541932760e+00,2.956567413678779399e+00
1.520000000000000000e+02,8.474949597922445564e-04,2.940931944330429371e+00,2.941052833630062757e+00,2.923639894272704876e+00,2.956368563183836784e+00
1.530000000000000000e+02,8.393630839940757803e-04,2.940730761836200191e+00,2.940852796397879665e+00,2.923481096978604032e+00,2.956204141743461022e+00
1.540000000000000000e+02,8.313620131160937010e-04,2.940513591047199338e+00,2.940636790572773052e+00,2.923176695778220591e+00,2.955941505925221424e+00
1.550000000000000000e+02,8.234888547820742649e-04,2.940280694332248146e+00,2.940405078792216020e+00,2.922763300463469438e+00,2.955660049237694320e+00
1.560000000000000000e+02,8.157407977502001200e-04,2.940032328341152912e+00,2.940157917975128488e+00,2.922335311876032460e+00,2.955361221858491483e+00
1.570000000000000000e+02,8.081151091607127876e-04,2.939768744149614310e+00,2.939895559465265151e+00,2.921892990490684294e+00,2.955045328690634854e+00
1.580000000000000000e+02,8.006091318929662529e-04,2.939490187398990706e+00,2.939618249170107500e+00,2.921436591002379846e+00,2.954712667925145198e+00
1.590000000000000000e+02,7.932202820269064654e-04,2.939196898433130922e+00,2.939326227697011795e+00,2.920967152544276857e+00,2.954363531191802394e+00
1.600000000000000000e+02,7.859460464042383483e-04,2.938889112432229833e+00,2.939019730485371351e+00,2.920484718531406454e+00,2.953998203707039583e+00
1.610000000000000000e+02,7.787839802848028903e-04,2.938567059541526749e+00,2.938698987934950768e+00,2.919988969149826197e+00,2.953616964418132262e+00
1.620000000000000000e+02,7.717317050939056806e-04,2.938230964997841532e+00,2.938364225531614693e+00,2.919480137064187186e+00,2.953220086146417511e+00
1.630000000000000000e+02,7.647869062565467412e-04,2.937881049252147214e+00,2.938015663968848390e+00,2.918955570190264304e+00,2.952807835726342311e+00
1.640000000000000000e+02,7.579473311147198701e-04,2.937517528089210739e+00,2.937653519266582247e+00,2.918417959255019678e+00,2.952382856192057758e+00
1.650000000000000000e+02,7.512107869241203611e-04,2.937140612744394641e+00,2.937278002887327322e+00,2.917926141356412817e+00,2.952036370035530322e+00
